ANNEE,REGION,SEXE,AGE,POPULATION,NB_ETUDIANTS_OC
2023,Hauts-de-France,F,30-34 ans,181350,5
2023,Île-de-France,F,40-44 ans,437677,20
2023,Normandie,M,45-49 ans,97880,1
2023,Normandie,F,60 ans ou plus,550303,0
2023,Nouvelle-Aquitaine,F,30-34 ans,169643,5
2023,Provence-Alpes-Côte d'Azur,M,60 ans ou plus,696838,1
2023,DOM,M,30-34 ans,57479,0
2023,Centre-Val-de-Loire,M,40-44 ans,76140,0
2023,Île-de-France,M,45-49 ans,404740,20
2023,Île-de-France,M,60 ans ou plus,1159282,8
2023,Normandie,F,35-39 ans,101301,2
2023,Occitanie,M,50-54 ans,199351,0
2023,Provence-Alpes-Côte d'Azur,M,45-49 ans,153540,2
2023,DOM,M,60 ans ou plus,209167,0
2023,DOM,F,35-39 ans,74594,1
2023,Île-de-France,M,35-39 ans,419535,46
2024,Auvergne-Rhône-Alpes,M,60 ans ou plus,996750,2
2024,Auvergne-Rhône-Alpes,F,20-24 ans,229109,1
2024,Auvergne-Rhône-Alpes,F,25-29 ans,230279,9
2024,Auvergne-Rhône-Alpes,F,50-54 ans,274786,0
2024,Bourgogne-Franche-Comté,F,30-34 ans,74088,0
2024,Bretagne,M,60 ans ou plus,471265,0
2024,Bretagne,F,20-24 ans,89502,1
2024,Bretagne,F,40-44 ans,107394,0
2024,Centre-Val-de-Loire,M,25-29 ans,65418,5
2024,Centre-Val-de-Loire,F,30-34 ans,70657,0
2024,Corse,M,35-39 ans,10623,0
2024,Corse,F,50-54 ans,12417,0
2024,Grand Est,F,60 ans ou plus,874904,0
2024,Hauts-de-France,M,55-59 ans,184923,3
2024,Normandie,F,20-24 ans,88333,0
2024,Normandie,F,45-49 ans,97518,1
2024,Nouvelle-Aquitaine,F,35-39 ans,183666,4
2024,Nouvelle-Aquitaine,F,55-59 ans,213500,1
2024,Occitanie,F,30-34 ans,175509,6
2024,Pays de la Loire,M,20-24 ans,115871,1
2024,Pays de la Loire,M,35-39 ans,117596,1
2024,Pays de la Loire,M,40-44 ans,124062,2
2024,Pays de la Loire,F,20-24 ans,107083,0
2024,Pays de la Loire,F,45-49 ans,119912,0
2024,Provence-Alpes-Côte d'Azur,M,20-24 ans,139432,0
2024,Provence-Alpes-Côte d'Azur,M,45-49 ans,152441,3
2024,Grand Est,F,50-54 ans,188786,1
2024,Île-de-France,M,20-24 ans,415708,12
2024,Provence-Alpes-Côte d'Azur,M,50-54 ans,168554,3
2024,DOM,F,25-29 ans,64757,0
2025,Auvergne-Rhône-Alpes,M,20-24 ans,243068,9
2025,Auvergne-Rhône-Alpes,F,20-24 ans,229471,3
2025,Auvergne-Rhône-Alpes,F,35-39 ans,269068,4
2025,Auvergne-Rhône-Alpes,F,45-49 ans,251756,1
2025,Auvergne-Rhône-Alpes,F,55-59 ans,266580,2
2025,Bourgogne-Franche-Comté,M,30-34 ans,74506,4
2025,Bourgogne-Franche-Comté,M,35-39 ans,79640,1
2025,Bourgogne-Franche-Comté,M,40-44 ans,84049,0
2025,Bourgogne-Franche-Comté,F,50-54 ans,93315,0
2025,Bretagne,F,50-54 ans,116664,0
2025,Bretagne,F,60 ans ou plus,597567,1
2025,Corse,M,25-29 ans,8383,0
2025,Corse,M,30-34 ans,10101,0
2025,Corse,M,40-44 ans,11769,0
2025,Corse,F,20-24 ans,8457,0
2025,Grand Est,M,30-34 ans,161770,6
2025,Grand Est,F,30-34 ans,161238,4
2025,Grand Est,F,35-39 ans,176033,4
2025,Grand Est,F,50-54 ans,185202,1
2025,Hauts-de-France,M,20-24 ans,186607,3
2025,Hauts-de-France,M,35-39 ans,187990,10
2025,Hauts-de-France,F,35-39 ans,193135,1
2025,Hauts-de-France,F,40-44 ans,195192,2
2025,Île-de-France,M,30-34 ans,432616,50
2025,Île-de-France,M,45-49 ans,397746,20
2025,Île-de-France,M,60 ans ou plus,1202559,3
2025,Nouvelle-Aquitaine,M,20-24 ans,167548,6
2025,Nouvelle-Aquitaine,M,35-39 ans,178959,5
2025,Nouvelle-Aquitaine,F,40-44 ans,194897,4
2025,Occitanie,M,60 ans ou plus,857509,0
2025,Occitanie,F,25-29 ans,164543,6
2025,Pays de la Loire,M,60 ans ou plus,503053,0
2025,DOM,F,35-39 ans,76270,0
2025,DOM,F,40-44 ans,75044,1
2025,Île-de-France,F,45-49 ans,406519,10
2025,Normandie,M,30-34 ans,92033,4
2025,Normandie,M,40-44 ans,100495,6
2025,Normandie,M,50-54 ans,107029,2
2025,Occitanie,M,40-44 ans,185901,2
2025,Occitanie,M,50-54 ans,199338,1
2025,DOM,M,30-34 ans,56399,3
2022,Auvergne-Rhône-Alpes,F,20-24 ans,228531,0
2022,Auvergne-Rhône-Alpes,F,40-44 ans,263561,5
2022,Auvergne-Rhône-Alpes,F,50-54 ans,271085,2
2022,Bourgogne-Franche-Comté,M,50-54 ans,93561,3
2022,Bretagne,M,35-39 ans,98865,3
2022,Bretagne,F,40-44 ans,104997,0
2022,Hauts-de-France,M,55-59 ans,186952,1
2022,Île-de-France,M,25-29 ans,415647,41
2022,Bretagne,M,20-24 ans,97043,1
2022,Corse,M,35-39 ans,10373,0
2022,Corse,M,40-44 ans,11411,0
2022,Corse,F,60 ans ou plus,59061,0
2022,Hauts-de-France,M,45-49 ans,190618,4
2022,Hauts-de-France,F,25-29 ans,167340,1
2022,Normandie,M,50-54 ans,107430,0
2022,Nouvelle-Aquitaine,M,35-39 ans,173221,11
2022,Nouvelle-Aquitaine,F,40-44 ans,189218,7
2022,Provence-Alpes-Côte d'Azur,M,30-34 ans,144254,17
2022,Provence-Alpes-Côte d'Azur,M,40-44 ans,154003,6
2022,Provence-Alpes-Côte d'Azur,M,60 ans ou plus,686518,2
2022,DOM,M,30-34 ans,56809,3
2022,DOM,F,20-24 ans,64510,0
2022,DOM,F,35-39 ans,74491,0
2022,DOM,F,60 ans ou plus,242969,0
2022,Centre-Val-de-Loire,F,35-39 ans,76920,0
2022,Corse,F,55-59 ans,12194,0
2022,Hauts-de-France,F,60 ans ou plus,853289,0
2022,Île-de-France,M,20-24 ans,410020,1
2022,Île-de-France,F,55-59 ans,393487,6
2022,Normandie,M,30-34 ans,93536,6
2022,Normandie,F,20-24 ans,88936,0
2022,Nouvelle-Aquitaine,M,45-49 ans,192658,5
2022,Nouvelle-Aquitaine,F,20-24 ans,153766,0
2022,Occitanie,M,60 ans ou plus,812218,1
2022,Pays de la Loire,F,25-29 ans,100624,2
2022,Pays de la Loire,F,50-54 ans,125881,1
2022,Pays de la Loire,F,55-59 ans,123747,2
2022,Provence-Alpes-Côte d'Azur,M,50-54 ans,166314,2
2022,Provence-Alpes-Côte d'Azur,F,25-29 ans,133189,4
2022,DOM,M,25-29 ans,52227,0
2022,Nouvelle-Aquitaine,F,55-59 ans,213254,1
2023,Auvergne-Rhône-Alpes,M,20-24 ans,240349,2
2023,Auvergne-Rhône-Alpes,M,45-49 ans,254865,5
2023,Auvergne-Rhône-Alpes,M,50-54 ans,271042,1
2023,Auvergne-Rhône-Alpes,F,55-59 ans,268450,0
2023,Centre-Val-de-Loire,M,20-24 ans,68938,2
2023,Centre-Val-de-Loire,M,45-49 ans,77595,2
2023,Centre-Val-de-Loire,M,50-54 ans,86220,1
2023,Centre-Val-de-Loire,F,50-54 ans,88707,0
2023,Corse,M,20-24 ans,8181,0
2023,Corse,M,55-59 ans,11883,0
2023,Hauts-de-France,M,25-29 ans,166604,6
2023,Île-de-France,F,35-39 ans,451905,30
2023,Île-de-France,F,55-59 ans,390975,2
2023,Normandie,F,45-49 ans,100451,2
2023,Nouvelle-Aquitaine,F,55-59 ans,213832,0
2023,Occitanie,F,25-29 ans,160825,0
2023,Occitanie,F,45-49 ans,189138,0
2023,Occitanie,F,50-54 ans,207705,1
2023,Pays de la Loire,M,30-34 ans,112074,8
2023,Pays de la Loire,M,60 ans ou plus,485431,0
2023,DOM,M,25-29 ans,51623,0
2023,Grand Est,M,35-39 ans,169548,3
2023,Grand Est,F,35-39 ans,174501,2
2023,Normandie,F,20-24 ans,89147,1
2023,Pays de la Loire,M,20-24 ans,114036,0
2023,Pays de la Loire,M,40-44 ans,123473,0
2023,Pays de la Loire,F,30-34 ans,111734,0
2023,Provence-Alpes-Côte d'Azur,F,20-24 ans,134201,0
2023,DOM,F,60 ans ou plus,251236,0
2024,Auvergne-Rhône-Alpes,M,35-39 ans,258138,7
2024,Auvergne-Rhône-Alpes,F,30-34 ans,251551,1
2024,Bourgogne-Franche-Comté,M,45-49 ans,80928,0
2024,Bourgogne-Franche-Comté,F,60 ans ou plus,481541,0
2024,Bretagne,M,50-54 ans,117441,0
2024,Bretagne,M,55-59 ans,111660,1
2024,Bretagne,F,25-29 ans,85533,2
2024,Bretagne,F,30-34 ans,92365,3
2024,Bretagne,F,35-39 ans,101772,1
2024,Bretagne,F,60 ans ou plus,588778,0
2024,Centre-Val-de-Loire,M,30-34 ans,68747,3
2024,Centre-Val-de-Loire,F,25-29 ans,64319,1
2024,Centre-Val-de-Loire,F,35-39 ans,77449,1
2024,Centre-Val-de-Loire,F,50-54 ans,88728,0
2024,Corse,M,50-54 ans,12293,0
2024,Corse,M,55-59 ans,12085,0
2024,Grand Est,M,20-24 ans,165252,4
2024,Grand Est,M,60 ans ou plus,711298,0
2024,Grand Est,F,20-24 ans,152653,1
2024,Hauts-de-France,M,20-24 ans,187277,8
2024,Hauts-de-France,M,25-29 ans,167593,12
2024,Normandie,M,25-29 ans,87545,2
2024,Normandie,M,60 ans ou plus,440775,0
2024,Normandie,F,30-34 ans,92971,1
2024,Normandie,F,55-59 ans,111213,0
2024,Nouvelle-Aquitaine,M,25-29 ans,153734,13
2024,Nouvelle-Aquitaine,M,45-49 ans,181980,2
2024,Occitanie,M,30-34 ans,171554,11
2024,Provence-Alpes-Côte d'Azur,F,45-49 ans,159306,2
2024,DOM,M,20-24 ans,59250,0
2024,DOM,M,55-59 ans,70856,0
2024,DOM,F,20-24 ans,64606,0
2024,DOM,F,60 ans ou plus,260746,0
2024,DOM,F,30-34 ans,74273,1
2024,DOM,F,40-44 ans,74185,1
2025,Auvergne-Rhône-Alpes,M,30-34 ans,249204,16
2025,Auvergne-Rhône-Alpes,M,40-44 ans,262980,11
2025,Auvergne-Rhône-Alpes,M,50-54 ans,272223,1
2025,Auvergne-Rhône-Alpes,M,60 ans ou plus,1015863,2
2025,Bourgogne-Franche-Comté,F,25-29 ans,69372,1
2025,Bourgogne-Franche-Comté,F,35-39 ans,82046,2
2025,Bourgogne-Franche-Comté,F,60 ans ou plus,485529,0
2025,Bretagne,M,20-24 ans,97837,3
2025,Bretagne,M,25-29 ans,91559,3
2025,Bretagne,M,50-54 ans,117257,1
2025,Bretagne,M,55-59 ans,111552,1
2025,Bretagne,F,20-24 ans,89553,0
2025,Bretagne,F,45-49 ans,102788,3
2025,Centre-Val-de-Loire,M,50-54 ans,85331,1
2025,Centre-Val-de-Loire,F,30-34 ans,69792,3
2025,Centre-Val-de-Loire,F,60 ans ou plus,437459,0
2025,Corse,M,20-24 ans,8377,0
2025,Corse,M,45-49 ans,11149,0
2025,Corse,F,35-39 ans,11694,0
2025,Corse,F,45-49 ans,11706,0
2025,Grand Est,F,45-49 ans,164660,0
2025,Hauts-de-France,M,30-34 ans,171899,12
2025,Hauts-de-France,M,40-44 ans,190945,4
2025,Hauts-de-France,M,50-54 ans,195138,2
2025,Hauts-de-France,F,55-59 ans,189025,2
2025,Normandie,M,55-59 ans,105580,0
2025,Nouvelle-Aquitaine,M,40-44 ans,186005,1
2025,Nouvelle-Aquitaine,F,60 ans ou plus,1111750,0
2025,Occitanie,M,20-24 ans,179965,6
2025,Pays de la Loire,F,55-59 ans,123710,2
2025,Provence-Alpes-Côte d'Azur,M,45-49 ans,152654,5
2025,Provence-Alpes-Côte d'Azur,M,50-54 ans,167592,3
2025,Provence-Alpes-Côte d'Azur,F,30-34 ans,150811,9
2025,DOM,M,50-54 ans,65339,0
2025,DOM,M,55-59 ans,70273,0
2025,DOM,F,20-24 ans,64498,0
2025,DOM,F,25-29 ans,64511,0
2025,Nouvelle-Aquitaine,M,50-54 ans,205818,1
2022,Auvergne-Rhône-Alpes,M,20-24 ans,239255,1
2022,Auvergne-Rhône-Alpes,F,30-34 ans,252973,9
2022,Bourgogne-Franche-Comté,F,25-29 ans,68487,2
2022,Centre-Val-de-Loire,M,30-34 ans,70117,3
2022,Centre-Val-de-Loire,M,45-49 ans,80214,1
2022,Centre-Val-de-Loire,M,50-54 ans,85959,0
2022,Normandie,F,45-49 ans,104152,1
2022,Bretagne,M,40-44 ans,103643,4
2022,Corse,F,40-44 ans,11895,0
2022,Grand Est,M,20-24 ans,165884,2
2022,Hauts-de-France,M,40-44 ans,186844,7
2022,Île-de-France,M,55-59 ans,369531,15
2022,Île-de-France,F,30-34 ans,465599,37
2022,Nouvelle-Aquitaine,F,35-39 ans,180859,3
2022,Occitanie,F,30-34 ans,176199,5
2022,Occitanie,F,50-54 ans,205697,1
2022,Provence-Alpes-Côte d'Azur,M,20-24 ans,139803,0
2022,Hauts-de-France,F,55-59 ans,194380,0
2022,Normandie,M,25-29 ans,86310,5
2022,Nouvelle-Aquitaine,M,50-54 ans,201275,3
2022,Nouvelle-Aquitaine,F,45-49 ans,198248,4
2022,Nouvelle-Aquitaine,M,30-34 ans,164607,16
2022,Normandie,M,55-59 ans,107398,0
2023,Auvergne-Rhône-Alpes,M,30-34 ans,248724,9
2023,Auvergne-Rhône-Alpes,M,40-44 ans,259368,7
2023,Auvergne-Rhône-Alpes,M,60 ans ou plus,978328,1
2023,Auvergne-Rhône-Alpes,F,30-34 ans,253962,6
2023,Bourgogne-Franche-Comté,M,30-34 ans,76146,2
2023,Bourgogne-Franche-Comté,M,60 ans ou plus,388112,0
2023,Bretagne,F,25-29 ans,84382,0
2023,Bretagne,F,35-39 ans,100308,1
2023,Bretagne,F,50-54 ans,115952,0
2023,Bretagne,F,60 ans ou plus,579923,0
2023,Centre-Val-de-Loire,M,30-34 ans,69682,2
2023,Centre-Val-de-Loire,F,35-39 ans,76632,1
2023,Corse,M,35-39 ans,10441,0
2023,Grand Est,F,30-34 ans,166240,1
2023,Hauts-de-France,M,20-24 ans,187492,2
2023,Hauts-de-France,M,35-39 ans,186747,5
2023,Hauts-de-France,F,20-24 ans,181465,1
2023,Hauts-de-France,F,40-44 ans,194079,2
2023,Île-de-France,M,55-59 ans,369436,9
2023,Île-de-France,F,20-24 ans,427737,2
2023,Normandie,M,40-44 ans,100239,2
2023,Normandie,F,30-34 ans,94304,2
2023,Nouvelle-Aquitaine,F,25-29 ans,150273,0
2023,Nouvelle-Aquitaine,F,35-39 ans,181258,1
2023,DOM,M,20-24 ans,60563,0
2023,DOM,F,20-24 ans,65224,0
2023,Bretagne,F,40-44 ans,106924,0
2023,Hauts-de-France,M,40-44 ans,189538,4
2023,Hauts-de-France,F,45-49 ans,187192,1
2023,Hauts-de-France,F,60 ans ou plus,860783,0
2023,Nouvelle-Aquitaine,M,40-44 ans,184683,1
2023,Occitanie,M,45-49 ans,182452,3
2023,Pays de la Loire,F,60 ans ou plus,604434,0
2023,Provence-Alpes-Côte d'Azur,M,55-59 ans,168791,1
2024,Bourgogne-Franche-Comté,M,35-39 ans,79900,2
2024,Bourgogne-Franche-Comté,F,45-49 ans,81853,0
2024,Bourgogne-Franche-Comté,F,55-59 ans,95436,0
2024,Centre-Val-de-Loire,M,55-59 ans,84525,1
2024,Corse,F,55-59 ans,12391,0
2024,Grand Est,M,45-49 ans,165888,6
2024,Hauts-de-France,M,30-34 ans,174658,6
2024,Hauts-de-France,M,45-49 ans,180248,5
2024,Hauts-de-France,F,30-34 ans,178548,2
2024,Île-de-France,M,50-54 ans,399422,10
2024,Île-de-France,M,60 ans ou plus,1180487,1
2024,Île-de-France,F,45-49 ans,406382,10
2024,Normandie,M,20-24 ans,95488,3
2024,Normandie,M,50-54 ans,108524,1
2024,Normandie,M,55-59 ans,106024,0
2024,Normandie,F,25-29 ans,86507,0
2024,Nouvelle-Aquitaine,F,25-29 ans,152099,3
2024,Nouvelle-Aquitaine,F,40-44 ans,193950,4
2024,Nouvelle-Aquitaine,F,45-49 ans,187998,0
2024,Nouvelle-Aquitaine,F,60 ans ou plus,1097037,0
2024,Occitanie,M,20-24 ans,177783,3
2024,Occitanie,M,25-29 ans,164730,7
2024,Occitanie,F,50-54 ans,209112,1
2024,Pays de la Loire,F,50-54 ans,129805,1
2024,Pays de la Loire,F,55-59 ans,123456,1
2024,Provence-Alpes-Côte d'Azur,M,30-34 ans,142919,9
2024,Provence-Alpes-Côte d'Azur,M,40-44 ans,156917,2
2024,Provence-Alpes-Côte d'Azur,M,60 ans ou plus,709964,0
2024,DOM,M,60 ans ou plus,217834,0
2024,Bourgogne-Franche-Comté,F,40-44 ans,84743,1
2024,Hauts-de-France,M,35-39 ans,187727,7
2024,Île-de-France,M,30-34 ans,435474,39
2024,Pays de la Loire,M,60 ans ou plus,494155,0
2025,Auvergne-Rhône-Alpes,M,45-49 ans,247438,2
2025,Auvergne-Rhône-Alpes,F,25-29 ans,231531,5
2025,Bourgogne-Franche-Comté,M,25-29 ans,73734,2
2025,Bourgogne-Franche-Comté,F,30-34 ans,73041,2
2025,Bourgogne-Franche-Comté,F,40-44 ans,84835,0
2025,Bretagne,M,30-34 ans,93638,4
2025,Bretagne,M,45-49 ans,102495,0
2025,Bretagne,F,25-29 ans,86667,0
2025,Centre-Val-de-Loire,M,25-29 ans,66381,6
2025,Centre-Val-de-Loire,M,60 ans ou plus,355150,2
2025,Centre-Val-de-Loire,F,55-59 ans,87508,0
2025,Corse,M,35-39 ans,10998,0
2025,Hauts-de-France,F,20-24 ans,180304,1
2025,Île-de-France,F,25-29 ans,451160,34
2025,Île-de-France,F,40-44 ans,440577,17
2025,Normandie,M,35-39 ans,99446,2
2025,Normandie,F,45-49 ans,96361,0
2025,Nouvelle-Aquitaine,F,20-24 ans,154879,0
2025,Nouvelle-Aquitaine,F,30-34 ans,167873,5
2025,Occitanie,F,20-24 ans,169997,1
2025,Occitanie,F,55-59 ans,208733,0
2025,Pays de la Loire,F,20-24 ans,107660,0
2025,Pays de la Loire,F,30-34 ans,110380,2
2025,Pays de la Loire,F,40-44 ans,126789,0
2025,Provence-Alpes-Côte d'Azur,M,25-29 ans,136368,10
2025,Normandie,F,60 ans ou plus,563376,0
2025,Provence-Alpes-Côte d'Azur,M,30-34 ans,141704,14
2022,Bourgogne-Franche-Comté,M,25-29 ans,71275,4
2022,Bourgogne-Franche-Comté,M,30-34 ans,76158,6
